Title,Season,Genre,Network,Release_Date,Critic_Score,Critics_votes,User_Score,Users_votes
The Real World,4,"Drama,Reality",MTV,28/06/1995,71,13,not available,not available
The Real World,3,"Drama,Reality",MTV,23/06/1994,70,8,not available,not available
The Real World,2,"Drama,Reality",MTV,26/06/1993,77,7,not available,not available
The Real World,1,"Drama,Reality",MTV,21/05/1992,64,16,not available,not available
The Secret Life of Marilyn Monroe,1,"Drama,Movie/Mini-Series,Documentary",LIFETIME,30/05/2015,55,12,not available,not available
The Unauthorized Saved By The Bell Story,1,"Drama,Movie/Mini-Series",LIFETIME,01/09/2014,33,4,not available,not available
The Starter Wife,1,Drama,USA,31/05/2007,71,13,not available,not available
The Windermere Children,1,"Drama,Movie/Mini-Series",PBS,05/04/2020,88,5,not available,not available
The Watsons Go to Birmingham,1,"Drama,Movie/Mini-Series,Kids,Educational",Hallmark Channel,20/09/2013,59,4,not available,not available
Thurgood,1,Drama,HBO,24/02/2011,78,9,not available,not available
Thorne,1,"Drama,Movie/Mini-Series,Action & Adventure,Suspense",Sky One,10/10/2010,73,7,not available,not available
Tremors,1,"Drama,Action & Adventure,Horror,Science Fiction",SyFy,28/03/2003,48,9,not available,not available
Traffic,1,"Drama,Movie/Mini-Series",USA,26/01/2004,74,22,not available,not available
Utopia Falls,1,"Drama,Science Fiction,Music",HULU,14/02/2020,39,5,not available,not available
"Upstairs, Downstairs",2,Drama,BBC-1,19/02/2012,65,8,not available,not available
Unscripted,1,"Comedy,Drama",HBO,09/01/2005,60,4,not available,not available
Valley of the Boom,1,"Drama,Movie/Mini-Series",National Geographic,13/01/2019,58,11,not available,not available
Who Killed JonBenét?,1,"Drama,Movie/Mini-Series",LIFETIME,05/11/2016,29,4,not available,not available
White Heat,1,Drama,BBC America,09/05/2012,60,5,not available,not available
White Dragon,1,"Drama,Suspense",Prime Video,08/02/2019,76,4,not available,not available
Wonderland,1,Drama,ABC,30/03/2000,85,26,not available,not available
Wiseguy,1,"Drama,Suspense",CBS,16/09/1987,56,7,not available,not available
Secrets of Eden,1,"Drama,Suspense",LIFETIME,04/02/2012,53,4,not available,not available
Insecure,4,"Comedy,Drama",HBO,12/04/2020,80,4,not available,not available
Gideon's Crossing,1,Drama,ABC,10/10/2000,78,27,not available,not available
Gettysburg,1,"Drama,Documentary,Educational",History,30/05/2011,69,4,not available,not available
Full Circle,1,Drama,DirecTV,09/10/2013,64,9,not available,not available
Hawaii,1,"Drama,Action & Adventure",NBC,01/09/2004,25,19,not available,not available
Harsh Realm,1,"Drama,Action & Adventure,Science Fiction",FOX,08/10/1999,53,25,not available,not available
Harlots,3,Drama,HULU,10/07/2019,77,5,not available,not available
Huff,1,Drama,SHOWTIME,07/11/2004,75,16,not available,not available
House of Saddam,1,Drama,HBO,30/07/2008,62,13,not available,not available
In the Heat of the Night,1,"Drama,Suspense",NBC,15/03/1988,42,4,not available,not available
I'll Fly Away,1,Drama,NBC,07/10/1991,72,14,not available,not available
Queen America,1,"Comedy,Drama",Facebook Watch,18/11/2018,54,4,not available,not available
"Push, Nevada",1,"Drama,Suspense",ABC,17/09/2002,70,17,not available,not available
Romeo Killer: The Chris Porco Story,1,"Drama,Movie/Mini-Series",LIFETIME,23/03/2013,66,5,not available,not available
Ring of Fire (2013),1,"Drama,Movie/Mini-Series",LIFETIME,27/05/2013,51,7,not available,not available
Ricochet,1,"Drama,Movie/Mini-Series",TNT,30/11/2011,33,4,not available,not available
seaQuest DSV,1,"Drama,Science Fiction",NBC,12/09/1993,51,11,not available,not available
Scott Turow's Innocent,1,"Drama,Movie/Mini-Series",TNT,29/11/2011,68,9,not available,not available
Sanditon,1,Drama,PBS,12/01/2020,71,12,not available,not available
Shedding for the Wedding,1,"Drama,Reality,Health & Lifestyle,Game Show",The CW,23/02/2011,46,9,not available,not available
Sister Wives,2,"Drama,Reality,Health & Lifestyle,Documentary",TLC,13/03/2011,59,5,not available,not available
Sister Wives,1,"Drama,Reality,Health & Lifestyle,Documentary",TLC,26/09/2010,66,4,not available,not available
Silk,1,"Drama,Action & Adventure",BBC-1,22/02/2011,68,6,not available,not available
Sports Night,1,"Comedy,Drama",ABC,22/09/1998,84,19,not available,not available
Spenser: For Hire,1,"Drama,Suspense",ABC,20/09/1985,53,7,not available,not available
South Side,1,"Comedy,Drama",Comedy Central,24/07/2019,79,7,not available,not available
Soul Food,1,"Comedy,Drama",SHOWTIME,28/06/2000,69,20,not available,not available
Striking Out,1,Drama,Acorn TV,17/03/2017,74,4,not available,not available
TekWar,1,"Drama,Science Fiction",Syndicated,25/01/1994,43,8,not available,not available
Tarzan,1,"Drama,Action & Adventure",WB,05/10/2003,45,21,not available,not available
Taking on Tyson,1,"Drama,Documentary",Animal Planet,06/03/2011,69,10,not available,not available
The Beat,1,Drama,UPN,28/03/2000,73,25,not available,not available
The Bad Seed,1,"Drama,Movie/Mini-Series,Horror",LIFETIME,09/09/2018,43,4,not available,not available
The Accident,1,Drama,Channel 4,22/11/2019,71,5,not available,not available
That Was Then,1,"Drama,Science Fiction",ABC,27/09/2002,47,22,not available,not available
Chicago Hope,1,Drama,CBS,18/09/1994,77,21,not available,not available
Anne of Green Gables (2016),1,"Drama,Movie/Mini-Series",PBS,24/11/2016,63,4,not available,not available
And the Band Played On,1,Drama,HBO,01/01/1993,69,15,not available,not available
American Hoggers,1,"Drama,Reality,Game Show",A&E,16/08/2011,56,4,not available,not available
America's Toughest Jobs,1,"Drama,Reality,Game Show",NBC,25/08/2008,46,8,not available,not available
Beggars and Choosers,1,"Comedy,Drama",SHOWTIME,19/06/1999,57,17,not available,not available
Beautiful & Twisted,1,"Drama,Movie/Mini-Series",LIFETIME,31/01/2015,46,4,not available,not available
Baptiste,1,"Drama,Suspense",PBS,12/04/2020,63,4,not available,not available
Baghdad Central,1,Drama,Channel 4,27/03/2020,78,5,not available,not available
As You Like It,1,"Drama,Movie/Mini-Series",HBO,21/08/2007,75,15,not available,not available
Appropriate Adult,1,"Drama,Suspense",ITV,04/09/2011,77,8,not available,not available
Beyond The Blackboard,1,"Drama,Kids",CBS,24/04/2011,69,5,not available,not available
Brewster Place,1,Drama,ABC,01/05/1990,51,9,not available,not available
Brooklyn Bridge,1,"Comedy,Drama",CBS,20/09/1991,88,17,not available,not available
Cherish the Day,1,Drama,OWN,11/02/2020,62,8,not available,not available
City of Angels,1,Drama,CBS,16/01/2000,57,19,not available,not available
Citizen U.S.A.: A 50 State Road Trip,1,"Drama,Reality",HBO,04/07/2011,66,8,not available,not available
Churchill's Secret,1,"Drama,Movie/Mini-Series",PBS,11/09/2016,72,5,not available,not available
Christy,1,Drama,CBS,03/04/1994,65,20,not available,not available
China Beach,1,Drama,ABC,26/04/1988,73,8,not available,not available
Council Of Dads,1,Drama,NBC,24/03/2020,53,5,not available,not available
Cop Rock,1,"Drama,Music",ABC,26/09/1990,61,15,not available,not available
Dangerous Minds,1,Drama,ABC,30/09/1996,65,16,not available,not available
Designing Women,1,"Comedy,Drama",CBS,29/09/1986,54,6,not available,not available
Demons (UK),1,"Drama,Horror,Science Fiction",ITV1,03/01/2009,51,5,not available,not available
Dinotopia,1,"Drama,Action & Adventure,Fantasy,Kids",ABC,28/11/2002,35,23,not available,not available
Drew Peterson: Untouchable,1,"Drama,Suspense",LIFETIME,21/01/2012,60,9,not available,not available
Everwood,1,Drama,WB,16/09/2002,61,26,not available,not available
Filth: The Mary Whitehouse Story,1,"Drama,Movie/Mini-Series",BBC-2,28/05/2008,72,11,not available,not available
Fatal Honeymoon,1,Drama,LIFETIME,25/08/2012,53,4,not available,not available
Falcone,1,Drama,CBS,04/04/2000,56,28,not available,not available
EZ Streets,1,Drama,CBS,27/10/1996,84,25,not available,not available
Foyle's War,8,Drama,PBS,04/01/2015,78,4,not available,not available
Flack,1,"Comedy,Drama",UKTV,21/02/2019,57,10,not available,not available
Carter,1,"Comedy,Drama",CTV,07/08/2018,66,4,not available,not available
